2017,食品工業,13,7,4,2,53.85,30.77,15.38
2016,保險業,5,2,3,0,40.0,60.0,0.0
2016,光電業,421,197,168,56,46.79,39.9,13.3
2016,其他業,152,71,55,26,46.71,36.18,17.11
2016,其他電子業,217,94,97,26,43.32,44.7,11.98
2016,化學工業,59,28,22,9,47.46,37.29,15.25
2016,半導體業,406,212,152,42,52.22,37.44,10.34
2016,塑膠工業,17,9,5,3,52.94,29.41,17.65
2016,建材營造業,122,65,29,28,53.28,23.77,22.95
2016,文化創意業,115,55,48,12,47.83,41.74,10.43
2016,橡膠工業,9,6,3,0,66.67,33.33,0.0
2016,水泥工業,1,1,0,0,100.0,0.0,0.0
2016,汽車工業,42,22,20,0,52.38,47.62,0.0
2016,油電燃氣業,1,1,0,0,100.0,0.0,0.0
2016,玻璃陶瓷,3,2,0,1,66.67,0.0,33.33
2016,生技醫療業,162,92,52,18,56.79,32.1,11.11
2016,紡織纖維,73,28,25,20,38.36,34.25,27.4
2016,航運業,17,8,9,0,47.06,52.94,0.0
2016,觀光事業,63,31,21,11,49.21,33.33,17.46
2016,證券業,4,1,2,1,25.0,50.0,25.0
2016,貿易百貨業,47,27,11,9,57.45,23.4,19.15
2016,資訊服務業,60,32,17,11,53.33,28.33,18.33
2016,農業科技業,2,1,1,0,50.0,50.0,0.0
2016,通信網路業,273,129,101,43,47.25,37.0,15.75
2016,造紙工業,12,5,5,2,41.67,41.67,16.67
2016,金控業,1,0,1,0,0.0,100.0,0.0
2016,銀行業,0,0,0,0,0,0,0
2016,鋼鐵工業,62,33,21,8,53.23,33.87,12.9
2016,電器電纜,26,13,8,5,50.0,30.77,19.23
2016,電子商務,23,11,11,1,47.83,47.83,4.35
2016,電子通路業,52,22,24,6,42.31,46.15,11.54
2016,電子零組件業,494,240,198,56,48.58,40.08,11.34
2016,電機機械,157,79,61,17,50.32,38.85,10.83
2016,電腦及週邊設備業,294,157,105,32,53.4,35.71,10.88
2016,食品工業,53,30,7,16,56.6,13.21,30.19
